,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
373,INFINITI,Q50 Red Sport,A-S7,3.0L,6cyl,22,20,26,"$2,800",5,"['PR', 'T']",2023
374,INFINITI,Q50 Red Sport AWD,A-S7,3.0L,6cyl,22,19,26,"$2,800",5,"['PR', 'T']",2023
375,JAGUAR,XF P250,A-S8,2.0L,4cyl,28,25,33,"$2,200",6,"['P', 'T', 'SS']",2023
376,JAGUAR,XF P250 AWD,A-S8,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'SS']",2023
377,JAGUAR,XF P300 AWD,A-S8,2.0L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2023
378,KIA,Forte,AM-S7,1.6L,4cyl,30,27,35,"$1,600",6,['T'],2023
379,KIA,Forte,M-6,1.6L,4cyl,26,22,31,"$1,850",5,['T'],2023
380,KIA,Forte,AV,2.0L,4cyl,32,28,39,"$1,500",6,[],2023
381,KIA,Forte FE,AV,2.0L,4cyl,34,30,41,"$1,400",7,[],2023
382,KIA,Stinger AWD,A-S8,2.5L,4cyl,24,21,29,"$2,550",5,"['P', 'T', 'SS']",2023
383,KIA,Stinger AWD,A-S8,3.3L,6cyl,20,17,24,"$3,050",4,"['P', 'T', 'SS']",2023
384,KIA,Stinger RWD,A-S8,2.5L,4cyl,25,22,32,"$2,450",5,"['P', 'T', 'SS']",2023
385,KIA,Stinger RWD,A-S8,3.3L,6cyl,20,18,25,"$3,050",4,"['P', 'T', 'SS']",2023
386,LEXUS,ES 250 AWD,A-S8,2.5L,4cyl,28,25,34,"$1,700",6,[],2023
387,LEXUS,ES 300h,AV-S6,2.5L,4cyl,44,43,44,"$1,100",8,"['HEV', 'SS']",2023
388,LEXUS,ES 350,A-S8,3.5L,6cyl,26,22,32,"$1,850",5,[],2023
389,LEXUS,ES 350 F Sport,A-S8,3.5L,6cyl,25,22,31,"$1,900",5,[],2023
390,LEXUS,LS 500,A-S10,3.4L,6cyl,22,18,29,"$2,800",5,"['PR', 'T']",2023
391,LEXUS,LS 500 AWD,A-S10,3.4L,6cyl,21,17,27,"$2,900",4,"['PR', 'T']",2023
392,LEXUS,LS 500h,AV-S10,3.5L,6cyl,25,22,29,"$2,450",5,"['PR', 'HEV', 'SS']",2023
393,LEXUS,LS 500h AWD,AV-S10,3.5L,6cyl,25,22,29,"$2,450",5,"['PR', 'HEV', 'SS']",2023
394,LEXUS,LS 500h AWD,AV-S10,3.5L,6cyl,25,22,29,"$2,450",5,"['PR', 'HEV', 'SS']",2023
395,MASERATI,Ghibli GT,A-8,3.0L,6cyl,20,18,25,"$3,050",4,"['PR', 'T', 'SS']",2023
396,MASERATI,Ghibli Modena AWD,A-8,3.0L,6cyl,20,17,25,"$3,050",4,"['PR', 'T', 'SS']",2023
397,MASERATI,Ghibli Modena RWD,A-8,3.0L,6cyl,20,18,25,"$3,050",4,"['PR', 'T', 'SS']",2023
398,MASERATI,Ghibli Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",3,"['PR', 'T', 'Tax', 'SS']",2023
399,MAZDA,3 5-Door 2WD,A-S6,2.5L,4cyl,30,27,35,"$1,600",6,['CD'],2023
400,MAZDA,3 5-Door 2WD,M-6,2.5L,4cyl,30,26,36,"$1,600",6,['CD'],2023
401,MAZDA,3 5-Door 4WD,A-S6,2.5L,4cyl,29,26,33,"$1,650",6,['CD'],2023
402,MAZDA,3 5-Door 4WD,A-S6,2.5L,4cyl,26,23,31,"$1,850",5,['T'],2023
403,MERCEDES-BENZ,AMG E53 4matic Plus,A-9,3.0L,6cyl,24,21,29,"$2,550",5,"['PR', 'MHEV', 'SS']",2023
404,MERCEDES-BENZ,AMG E63 S 4matic Plus,A-9,4.0L,8cyl,19,16,24,"$3,200",4,"['PR', 'T', 'CD', 'SS']",2023
405,MERCEDES-BENZ,E350,A-9,2.0L,4cyl,26,23,31,"$2,350",5,"['PR', 'T', 'SS']",2023
406,MERCEDES-BENZ,E350 4matic,A-9,2.0L,4cyl,24,21,30,"$2,550",5,"['PR', 'T', 'SS']",2023
407,MERCEDES-BENZ,E450 4matic,A-9,3.0L,6cyl,26,23,31,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
408,MINI,Cooper Countryman,AM-S7,1.5L,3cyl,28,26,32,"$2,200",6,"['P', 'T', 'SS']",2023
409,MINI,Cooper Countryman All4,A-S8,1.5L,3cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2023
410,MINI,Cooper S Clubman,AM-S7,2.0L,4cyl,29,25,35,"$2,100",6,"['P', 'T']",2023
411,MINI,Cooper S Clubman,M-6,2.0L,4cyl,25,22,32,"$2,450",5,"['P', 'T']",2023
412,MINI,Cooper S Clubman All4,A-S8,2.0L,4cyl,27,23,32,"$2,250",5,"['P', 'T', 'SS']",2023
413,MINI,Cooper S Countryman,AM-S7,2.0L,4cyl,28,24,33,"$2,200",6,"['P', 'T']",2023
414,MINI,Cooper S Countryman All4,A-S8,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2023
415,MINI,JCW Countryman All4,A-S8,2.0L,4cyl,26,24,30,"$2,350",5,"['P', 'T', 'SS']",2023
416,MINI,John Cooper Works Clubman All4,A-S8,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2023
417,NISSAN,Altima,AV,2.5L,4cyl,32,27,39,"$1,500",6,[],2023
418,NISSAN,Altima AWD,AV,2.5L,4cyl,30,26,36,"$1,600",6,[],2023
419,NISSAN,Altima SL/SR,AV,2.5L,4cyl,31,27,37,"$1,550",6,[],2023
420,NISSAN,Altima SR,AV-S8,2.0L,4cyl,29,25,34,"$1,650",6,['T'],2023
421,NISSAN,Kicks,AV,1.6L,4cyl,33,31,36,"$1,450",6,[],2023
422,NISSAN,Maxima,AV-S7,3.5L,6cyl,24,20,30,"$2,550",5,['P'],2023
423,NISSAN,Sentra,AV,2.0L,4cyl,33,29,39,"$1,450",6,[],2023
424,NISSAN,Sentra SR,AV,2.0L,4cyl,32,28,37,"$1,500",6,[],2023
425,SUBARU,Impreza 4-Door,AV-S7,2.0L,4cyl,32,28,36,"$1,500",6,[],2023
426,SUBARU,Impreza 4-Door,M-5,2.0L,4cyl,26,23,31,"$1,850",5,[],2023
427,SUBARU,Impreza Sport 4-Door,AV-S7,2.0L,4cyl,30,27,36,"$1,600",6,[],2023
428,SUBARU,WRX,AV-S8,2.4L,4cyl,21,19,25,"$2,900",4,"['P', 'T']",2023
429,SUBARU,WRX,M-6,2.4L,4cyl,22,19,26,"$2,800",5,"['P', 'T']",2023
430,TOYOTA,Camry,A-S8,3.5L,6cyl,26,22,33,"$1,850",5,[],2023
431,TOYOTA,Camry AWD LE/SE,A-S8,2.5L,4cyl,29,25,34,"$1,650",6,[],2023
432,TOYOTA,Camry AWD XLE/XSE,A-S8,2.5L,4cyl,28,25,34,"$1,700",6,[],2023
433,TOYOTA,Camry Hybrid LE,AV-S6,2.5L,4cyl,52,51,53,$900,9,"['HEV', 'SS']",2023
434,TOYOTA,Camry Hybrid SE/XLE/XSE,AV-S6,2.5L,4cyl,46,44,47,"$1,050",8,"['HEV', 'SS']",2023
435,TOYOTA,Camry LE/SE,A-S8,2.5L,4cyl,32,28,39,"$1,500",6,['3-Mode'],2023
436,TOYOTA,Camry LE/SE,A-S8,2.5L,4cyl,32,28,39,"$1,500",6,[],2023
437,TOYOTA,Camry TRD,A-S8,3.5L,6cyl,25,22,31,"$1,900",5,[],2023
438,TOYOTA,Camry XLE/XSE,A-S8,2.5L,4cyl,31,27,38,"$1,550",6,[],2023
439,TOYOTA,Camry XSE,A-S8,3.5L,6cyl,26,22,32,"$1,850",5,[],2023
440,TOYOTA,Crown AWD,AV-S6,2.4L,4cyl,30,29,32,"$1,600",6,"['T', 'HEV', 'SS']",2023
441,TOYOTA,Crown AWD,AV,2.5L,4cyl,41,42,41,"$1,150",8,"['HEV', 'SS']",2023
442,TOYOTA,Prius,AV,2.0L,4cyl,57,57,56,$850,9,"['HEV', 'SS']",2023
443,TOYOTA,Prius AWD,AV,2.0L,4cyl,54,53,54,$900,9,"['PT4', 'HEV', 'SS']",2023
444,TOYOTA,Prius AWD XLE/LTD,AV,2.0L,4cyl,49,49,50,$950,8,"['PT4', 'HEV', 'SS']",2023
445,TOYOTA,Prius XLE/LTD,AV,2.0L,4cyl,52,52,52,$900,9,"['HEV', 'SS']",2023
446,VOLVO,S90 B6 AWD,A-S8,2.0L,4cyl,26,23,32,"$2,350",5,"['PR', 'T', 'S', 'MHEV', 'SS']",2023
447,ACURA,Integra,AV-S7,1.5L,4cyl,33,30,37,"$1,850",6,"['P', 'T', 'SS']",2023
448,ACURA,Integra A-Spec,AV-S7,1.5L,4cyl,32,29,36,"$1,900",6,"['P', 'T', 'SS']",2023
449,ACURA,Integra A-Spec,M-6,1.5L,4cyl,30,26,36,"$2,050",6,"['P', 'T', 'SS']",2023
450,AUDI,A8 L,A-S8,3.0L,6cyl,22,19,28,"$2,800",5,"['P', 'T', 'MHEV', 'SS']",2023
451,AUDI,S8,A-S8,4.0L,8cyl,18,15,23,"$3,400",4,"['P', 'T', 'CD', 'MHEV', 'SS']",2023
452,BMW,740i Sedan,A-S8,3.0L,6cyl,27,25,31,"$2,250",5,"['P', 'T', 'MHEV', 'SS']",2023
453,BMW,760i xDrive Sedan,A-S8,4.4L,8cyl,21,18,26,"$2,900",4,"['P', 'T', 'MHEV', 'SS']",2023
454,CHRYSLER,300,A-8,3.6L,6cyl,23,19,30,"$2,050",5,[],2023
455,CHRYSLER,300,A-8,5.7L,8cyl,19,16,25,"$2,950",4,"['Mid', 'CD']",2023
456,CHRYSLER,300,A-8,6.4L,8cyl,18,15,24,"$3,400",4,"['P', 'CD']",2023
457,CHRYSLER,300 AWD,A-8,3.6L,6cyl,21,18,27,"$2,250",4,[],2023
458,DODGE,Charger,A-8,3.6L,6cyl,23,19,30,"$2,050",5,[],2023
459,DODGE,Charger,A-8,5.7L,8cyl,19,16,25,"$2,950",4,"['Mid', 'CD']",2023
460,DODGE,Charger,A-8,6.4L,8cyl,18,15,24,"$3,400",4,"['P', 'CD']",2023
461,DODGE,Charger AWD,A-8,3.6L,6cyl,21,18,27,"$2,250",4,[],2023
462,DODGE,Charger SRT Widebody,A-8,6.2L,8cyl,15,12,21,"$4,100",2,"['P', 'S', 'Tax']",2023
463,DODGE,Charger Widebody,A-8,6.4L,8cyl,18,15,24,"$3,400",4,"['P', 'CD']",2023
464,GENESIS,G80 AWD,A-S8,2.5L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2023
465,GENESIS,G80 AWD,A-S8,3.5L,6cyl,19,16,25,"$3,200",4,"['P', 'T', 'SS']",2023
466,GENESIS,G80 RWD,A-S8,2.5L,4cyl,26,22,32,"$2,350",5,"['P', 'T', 'SS']",2023
467,GENESIS,G90 AWD,A-S8,3.5L,6cyl,21,18,26,"$2,900",4,"['P', 'T', 'SS']",2023
468,GENESIS,G90 MHEV,A-S8,3.5L,6cyl,20,17,24,"$3,050",4,"['P', 'MHEV', 'SS']",2023
469,HONDA,Accord,AV,1.5L,4cyl,32,29,37,"$1,500",6,"['T', 'SS']",2023
470,HONDA,Accord Hybrid,AV,2.0L,4cyl,48,51,44,"$1,000",8,"['HEV', 'SS']",2023
471,HONDA,Civic 5Dr,AV,1.5L,4cyl,35,31,39,"$1,350",7,"['T', 'SS']",2023
472,HONDA,Civic 5Dr,AV-S7,1.5L,4cyl,33,30,37,"$1,450",6,"['T', 'SS']",2023
473,HONDA,Civic 5Dr,M-6,1.5L,4cyl,31,28,37,"$1,550",6,"['T', 'SS']",2023
474,HONDA,Civic 5Dr,AV,2.0L,4cyl,33,30,38,"$1,450",6,['SS'],2023
475,HONDA,Civic 5Dr,AV-S7,2.0L,4cyl,32,29,37,"$1,500",6,['SS'],2023
476,HONDA,Civic 5Dr,M-6,2.0L,4cyl,29,26,36,"$1,650",6,['SS'],2023
477,HONDA,Civic 5Dr,M-6,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T']",2023
478,HYUNDAI,Sonata,A-S8,1.6L,4cyl,31,27,37,"$1,550",6,['T'],2023
479,HYUNDAI,Sonata,A-S8,2.5L,4cyl,32,28,38,"$1,500",6,['SS'],2023
480,HYUNDAI,Sonata,A-S8,2.5L,4cyl,31,27,37,"$1,550",6,[],2023
481,HYUNDAI,Sonata,AM-S8,2.5L,4cyl,27,23,33,"$1,750",5,['T'],2023
482,HYUNDAI,Sonata Hybrid,AM-S6,2.0L,4cyl,47,45,51,"$1,000",8,"['HEV', 'SS']",2023
483,HYUNDAI,Sonata Hybrid Blue,AM-S6,2.0L,4cyl,52,50,54,$900,9,"['HEV', 'SS']",2023
484,KIA,K5,A-S8,1.6L,4cyl,31,27,37,"$1,550",6,['T'],2023
485,KIA,K5,AM-S8,2.5L,4cyl,27,24,32,"$1,750",5,['T'],2023
486,KIA,K5 AWD,A-S8,1.6L,4cyl,28,25,33,"$1,700",6,['T'],2023
487,MASERATI,Quattroporte GT,A-8,3.0L,6cyl,19,16,25,"$3,200",4,"['PR', 'T', 'SS']",2023
488,MASERATI,Quattroporte Modena AWD,A-8,3.0L,6cyl,20,17,25,"$3,050",4,"['PR', 'T', 'SS']",2023
489,MASERATI,Quattroporte Modena RWD,A-8,3.0L,6cyl,19,16,25,"$3,200",4,"['PR', 'T', 'SS']",2023
490,MASERATI,Quattroporte Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",3,"['PR', 'T', 'Tax', 'SS']",2023
491,MERCEDES-BENZ,Maybach S680 4matic,A-9,6.0L,12cyl,14,12,20,"$4,350",2,"['PR', 'T', 'Tax', 'SS']",2023
492,MERCEDES-BENZ,S500 4matic,A-9,3.0L,6cyl,23,20,28,"$2,650",5,"['PR', 'MHEV', 'SS']",2023
493,MERCEDES-BENZ,S580 4matic,A-9,4.0L,8cyl,19,16,25,"$3,200",4,"['PR', 'T', 'MHEV', 'SS']",2023
494,MERCEDES-BENZ,S580 4matic Maybach,A-9,4.0L,8cyl,18,15,25,"$3,400",4,"['PR', 'T', 'MHEV', 'SS']",2023
495,PORSCHE,Panamera,AM-S8,2.9L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2023
496,PORSCHE,Panamera 4,AM-S8,2.9L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2023
497,PORSCHE,Panamera 4 Executive,AM-S8,2.9L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']",2023
498,PORSCHE,Panamera 4 ST,AM-S8,2.9L,6cyl,20,18,23,"$3,050",4,"['PR', 'T', 'SS']",2023
499,PORSCHE,Panamera 4S,AM-S8,2.9L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2023
500,PORSCHE,Panamera 4S Executive,AM-S8,2.9L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']",2023
501,PORSCHE,Panamera 4S ST,AM-S8,2.9L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']",2023
502,PORSCHE,Panamera GTS,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
503,PORSCHE,Panamera GTS ST,AM-S8,4.0L,8cyl,17,15,20,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
504,PORSCHE,Panamera Turbo S,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
505,PORSCHE,Panamera Turbo S Executive,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
506,PORSCHE,Panamera Turbo S ST,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
507,ROLLS-ROYCE,Ghost,A-S8,6.7L,12cyl,14,12,19,"$4,350",2,"['P', 'T', 'Tax']",2023
508,ROLLS-ROYCE,Ghost Black Badge,A-S8,6.7L,12cyl,14,12,19,"$4,350",2,"['P', 'T', 'Tax']",2023
509,ROLLS-ROYCE,Ghost Extended,A-S8,6.7L,12cyl,14,12,19,"$4,350",2,"['P', 'T', 'Tax']",2023
510,ROLLS-ROYCE,Phantom,A-S8,6.7L,12cyl,14,12,18,"$4,350",2,"['P', 'T', 'Tax']",2023
511,ROLLS-ROYCE,Phantom Extended,A-S8,6.7L,12cyl,14,12,18,"$4,350",2,"['P', 'T', 'Tax']",2023
512,SUBARU,Legacy AWD,AV-S8,2.4L,4cyl,26,23,31,"$1,850",5,"['T', 'SS']",2023
513,SUBARU,Legacy AWD,AV-S8,2.5L,4cyl,30,27,35,"$1,600",6,['SS'],2023
514,VOLKSWAGEN,Arteon,AM-S7,2.0L,4cyl,28,25,33,"$2,200",6,"['P', 'T', 'SS']",2023
515,VOLKSWAGEN,Arteon 4motion,AM-S7,2.0L,4cyl,25,22,31,"$2,450",5,"['P', 'T', 'SS']",2023
516,AUDI,A4 allroad quattro,AM-S7,2.0L,4cyl,26,23,30,"$2,350",5,"['P', 'T', 'MHEV', 'SS']",2023
517,HONDA,HR-V AWD,AV,2.0L,4cyl,27,25,30,"$1,750",5,[],2023
518,HONDA,HR-V FWD,AV,2.0L,4cyl,28,26,32,"$1,700",6,[],2023
519,KIA,Niro,AM-S6,1.6L,4cyl,49,53,45,$950,8,"['HEV', 'SS']",2023
520,KIA,Niro FE,AM-S6,1.6L,4cyl,53,53,54,$900,9,"['HEV', 'SS']",2023
521,KIA,Soul,AV,2.0L,4cyl,30,28,33,"$1,600",6,['SS'],2023
522,KIA,Soul Eco dynamics,AV,2.0L,4cyl,31,29,35,"$1,550",6,['SS'],2023
523,LAMBORGHINI,Urus Performante,A-S8,4.0L,8cyl,16,14,19,"$3,800",3,"['P', 'T', 'Tax', 'CD', 'SS']",2023
524,MERCEDES-BENZ,AMG GLA35 4matic,AM-8,2.0L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'SS']",2023
525,MERCEDES-BENZ,AMG GLA45 4matic,AM-8,2.0L,4cyl,22,20,25,"$2,800",5,"['PR', 'T', 'SS']",2023
526,SUBARU,Impreza 5-Door,AV-S7,2.0L,4cyl,31,28,36,"$1,550",6,[],2023
527,SUBARU,Impreza 5-Door,M-5,2.0L,4cyl,26,24,31,"$1,850",5,[],2023
528,SUBARU,Impreza Sport 5-Door,AV-S7,2.0L,4cyl,30,27,35,"$1,600",6,[],2023
529,SUBARU,Impreza Sport 5-Door,M-5,2.0L,4cyl,25,22,30,"$1,900",5,[],2023
530,SUBARU,V60CC B5 AWD,A-S8,2.0L,4cyl,26,23,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
531,AUDI,A6 Allroad,AM-S7,3.0L,6cyl,24,21,30,"$2,550",5,"['P', 'T', 'MHEV', 'SS']",2023
532,AUDI,RS 6 Avant,A-S8,4.0L,8cyl,17,14,21,"$3,600",3,"['P', 'T', 'Tax', 'CD', 'MHEV']",2023
533,MERCEDES-BENZ,AMG E63 S 4matic Plus (SW),A-9,4.0L,8cyl,19,16,24,"$3,200",4,"['PR', 'T', 'CD', 'SS']",2023
534,MERCEDES-BENZ,AMG GLB35 4matic,AM-8,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'SS']",2023
535,MERCEDES-BENZ,E450 4matic All-Terrain (wagon),A-9,3.0L,6cyl,24,21,28,"$2,550",5,"['PR', 'T', 'MHEV', 'SS']",2023
536,NISSAN,Murano AWD,AV-S7,3.5L,6cyl,23,20,28,"$2,050",5,[],2023
537,NISSAN,Murano FWD,AV-S7,3.5L,6cyl,23,20,28,"$2,050",5,[],2023
538,ROLLS-ROYCE,Cullinan,A-S8,6.7L,12cyl,14,12,19,"$4,350",2,"['P', 'T', 'Tax']",2023
539,ROLLS-ROYCE,Cullinan Black Badge,A-S8,6.7L,12cyl,14,12,19,"$4,350",2,"['P', 'T', 'Tax']",2023
540,VOLVO,V90CC B6 AWD,A-S8,2.0L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'S', 'MHEV', 'SS']",2023
541,CHEVROLET,Colorado 2WD,A-8,2.7L,4cyl,22,20,25,"$2,150",5,"['T', 'CD', 'SS']",2023
542,CHEVROLET,Colorado 2WD,A-8,2.7L,4cyl,20,18,23,"$2,400",4,"['T', 'CD', 'SS']",2023
543,FORD,Maverick FWD,A-8,2.0L,4cyl,25,23,30,"$1,900",5,"['T', 'SS']",2023
544,FORD,Maverick HEV FWD,AV,2.5L,4cyl,37,40,33,"$1,300",7,"['HEV', 'SS']",2023
545,GMC,Canyon 2WD,A-8,2.7L,4cyl,20,18,23,"$2,400",4,"['T', 'CD', 'SS']",2023
546,TOYOTA,Tacoma 2WD,A-S6,2.7L,4cyl,21,20,23,"$2,250",4,[],2023
547,TOYOTA,Tacoma 2WD,A-S6,3.5L,6cyl,21,19,24,"$2,250",4,[],2023
548,CHEVROLET,Colorado 4WD,A-8,2.7L,4cyl,21,19,23,"$2,250",4,"['T', 'CD', 'SS']",2023
549,CHEVROLET,Colorado 4WD,A-8,2.7L,4cyl,19,17,21,"$2,500",4,"['T', 'CD', 'SS']",2023
550,CHEVROLET,Colorado Mud Terrain Tires 4WD,A-8,2.7L,4cyl,18,17,19,"$2,650",4,"['T', 'CD', 'SS']",2023
551,CHEVROLET,Colorado ZR2 4WD,A-8,2.7L,4cyl,16,16,16,"$2,950",3,"['T', 'CD', 'SS']",2023
552,FORD,Maverick AWD,A-8,2.0L,4cyl,24,22,28,"$2,000",5,"['T', 'SS']",2023
553,FORD,Maverick Tremor AWD,A-8,2.0L,4cyl,21,20,24,"$2,250",4,"['T', 'SS']",2023
554,GMC,Canyon 4WD,A-8,2.7L,4cyl,19,17,21,"$2,500",4,"['T', 'CD', 'SS']",2023
555,GMC,Canyon AT4X 4WD,A-8,2.7L,4cyl,16,16,16,"$2,950",3,"['T', 'CD', 'SS']",2023
556,GMC,Canyon Mud Terrain Tires 4WD,A-8,2.7L,4cyl,18,17,20,"$2,650",4,"['T', 'CD', 'SS']",2023
557,TOYOTA,Tacoma 4WD,A-S6,2.7L,4cyl,20,19,22,"$2,400",4,['PT4'],2023
558,TOYOTA,Tacoma 4WD,A-S6,3.5L,6cyl,20,18,22,"$2,400",4,['PT4'],2023
559,TOYOTA,Tacoma 4WD,M-6,3.5L,6cyl,18,17,21,"$2,650",4,['PT4'],2023
560,TOYOTA,Tacoma 4WD D-CAB MT TRD-ORP/PRO,M-6,3.5L,6cyl,18,17,20,"$2,650",4,['PT4'],2023
561,CHEVROLET,Silverado 2WD,A-8,2.7L,4cyl,20,19,22,"$2,400",4,"['T', 'CD', 'SS']",2023
562,CHEVROLET,Silverado 2WD,A-8,2.7L,4cyl,20,19,21,"$2,400",4,"['T', 'CD', 'S-Mode', 'SS']",2023
563,CHEVROLET,Silverado 2WD,A-10,3.0L,6cyl,26,24,29,"$2,100",5,"['D', 'T', 'SS']",2023
564,CHEVROLET,Silverado 2WD,A-10,5.3L,8cyl,19,17,21,"$2,500",4,"['CD', 'S-Mode', 'SS']",2023
565,CHEVROLET,Silverado 2WD,A-10,5.3L,8cyl,19,17,21,"$2,500",4,"['CD', 'SS']",2023
566,CHEVROLET,Silverado 2WD,A-10,5.3L,8cyl,18,16,20,"$2,650",4,['CD'],2023
567,CHEVROLET,Silverado 2WD,A-10,5.3L,8cyl,18,16,20,"$2,650",4,"['Gas', 'CD']",2023
568,FORD,F150 Pickup 2WD,A-S10,2.7L,6cyl,22,20,26,"$2,150",5,"['T', 'SS']",2023
569,FORD,F150 Pickup 2WD,A-S10,2.7L,6cyl,21,18,25,"$2,250",4,"['T', 'SS']",2023
