,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
761,VOLKSWAGEN,Tiguan,A-S8,2.0L,4cyl,26,23,30,"$1,850",5,"['T', 'SS']",2023
762,VOLKSWAGEN,Tiguan S,A-S8,2.0L,4cyl,27,24,31,"$1,750",5,"['T', 'SS']",2023
763,VOLVO,XC40 B4,A-S8,2.0L,4cyl,27,24,32,"$2,250",5,"['PR', 'T', 'MHEV', 'SS']",2023
764,VOLVO,XC60 B5,A-S8,2.0L,4cyl,26,23,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
765,ACURA,MDX AWD,A-S10,3.5L,6cyl,21,19,25,"$2,900",4,"['P', 'CD', 'SS']",2023
766,ACURA,RDX AWD,A-S10,2.0L,4cyl,23,21,27,"$2,650",5,"['P', 'T', 'SS']",2023
767,ACURA,RDX AWD A-SPEC,A-S10,2.0L,4cyl,23,21,26,"$2,650",5,"['P', 'T', 'SS']",2023
768,ALFA ROMEO,Stelvio AWD,A-8,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'SS']",2023
769,ALFA ROMEO,Stelvio AWD,A-8,2.9L,6cyl,19,17,23,"$3,200",4,"['P', 'T', 'CD', 'SS']",2023
770,AUDI,Q3,A-S8,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2023
771,AUDI,Q3 S-Line,A-S8,2.0L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
772,AUDI,Q5 quattro,AM-S7,2.0L,4cyl,25,23,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2023
773,AUDI,Q5 S-Line quattro,AM-S7,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2023
774,AUDI,Q5 Sportback S-line quattro,AM-S7,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2023
775,AUDI,SQ5,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'SS']",2023
776,AUDI,SQ5 Sportback,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'SS']",2023
777,BMW,X1 xDrive28i,AM-S7,2.0L,4cyl,28,25,34,"$2,200",6,"['P', 'T', 'SS']",2023
778,BMW,X3 M,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']",2023
779,BMW,X3 M Competition,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']",2023
780,BMW,X3 M40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
781,BMW,X3 xDrive30i,A-S8,2.0L,4cyl,24,21,28,"$2,550",5,"['P', 'T', 'SS']",2023
782,BMW,X4 M,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']",2023
783,BMW,X4 M Competition,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']",2023
784,BMW,X4 M40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
785,BMW,X4 xDrive30i,A-S8,2.0L,4cyl,24,21,28,"$2,550",5,"['P', 'T', 'SS']",2023
786,BUICK,Encore GX AWD,A-9,1.3L,3cyl,27,26,29,"$1,750",5,"['T', 'SS']",2023
787,BUICK,Envision AWD,A-S9,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'CD', 'SS']",2023
788,CADILLAC,XT4 AWD,A-S9,2.0L,4cyl,24,22,29,"$2,550",5,"['PR', 'T', 'CD', 'SS']",2023
789,CADILLAC,XT5 AWD,A-S9,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'CD', 'SS']",2023
790,CADILLAC,XT5 AWD,A-S9,3.6L,6cyl,21,18,25,"$2,250",4,"['CD', 'SS']",2023
791,CADILLAC,XT6 AWD,A-S9,2.0L,4cyl,23,21,26,"$2,650",5,"['PR', 'T', 'CD', 'SS']",2023
792,CADILLAC,XT6 AWD,A-S9,3.6L,6cyl,21,18,25,"$2,250",4,"['CD', 'SS']",2023
793,CHEVROLET,Blazer AWD,A-9,2.0L,4cyl,24,22,27,"$2,000",5,"['T', 'CD', 'SS']",2023
794,CHEVROLET,Blazer AWD,A-9,3.6L,6cyl,21,19,26,"$2,250",4,"['CD', 'SS']",2023
795,CHEVROLET,Equinox AWD,A-6,1.5L,4cyl,26,24,30,"$1,850",5,"['T', 'SS']",2023
796,CHEVROLET,Trailblazer AWD,A-9,1.3L,3cyl,28,26,30,"$1,700",6,"['T', 'SS']",2023
797,DODGE,Hornet AWD,A-9,2.0L,4cyl,24,21,29,"$2,000",5,"['T', 'SS']",2023
798,FIAT,500X AWD,A-9,1.3L,4cyl,26,24,30,"$1,850",5,"['T', 'SS']",2023
799,FORD,Bronco 4WD,A-S10,2.3L,4cyl,20,20,21,"$2,400",4,"['T', 'PT4', 'SS']",2023
800,FORD,Bronco 4WD,M-7,2.3L,4cyl,20,20,21,"$2,400",4,"['T', 'PT4', 'SS']",2023
801,FORD,Bronco 4WD,A-S10,2.7L,6cyl,20,19,21,"$2,400",4,"['T', 'PT4', 'SS']",2023
802,FORD,Bronco Badlands 4WD,A-S10,2.3L,4cyl,17,17,17,"$2,800",3,"['T', 'PT4', 'SS']",2023
803,FORD,Bronco Badlands 4WD,M-7,2.3L,4cyl,17,16,17,"$2,800",3,"['T', 'PT4', 'SS']",2023
804,FORD,Bronco Badlands 4WD,A-S10,2.7L,6cyl,17,17,17,"$2,800",3,"['T', 'PT4', 'SS']",2023
805,FORD,Bronco Black Diamond 4WD,A-S10,2.3L,4cyl,18,18,18,"$2,650",4,"['T', 'PT4', 'SS']",2023
806,FORD,Bronco Black Diamond 4WD,M-7,2.3L,4cyl,17,16,18,"$2,800",3,"['T', 'PT4', 'SS']",2023
807,FORD,Bronco Black Diamond 4WD,A-S10,2.7L,6cyl,18,18,18,"$2,650",4,"['T', 'PT4', 'SS']",2023
808,FORD,Bronco Sasquatch 4WD,A-S10,2.3L,4cyl,18,18,17,"$2,650",4,"['T', 'PT4', 'SS']",2023
809,FORD,Bronco Sasquatch 4WD,M-7,2.3L,4cyl,17,16,18,"$2,800",3,"['T', 'PT4', 'SS']",2023
810,FORD,Bronco Sasquatch 4WD,A-S10,2.7L,6cyl,17,17,17,"$2,800",3,"['T', 'PT4', 'SS']",2023
811,FORD,Bronco Sport 4WD,A-8,1.5L,3cyl,26,25,28,"$1,850",5,"['T', 'CD', 'SS']",2023
812,FORD,Bronco Sport 4WD,A-S8,2.0L,4cyl,23,21,26,"$2,050",5,"['T', 'PT4', 'SS']",2023
813,FORD,Edge AWD,A-8,2.0L,4cyl,23,21,28,"$2,050",5,"['T', 'SS']",2023
814,FORD,Edge AWD,A-S8,2.0L,4cyl,23,20,28,"$2,050",5,"['T', 'SS']",2023
815,FORD,Edge AWD,A-S8,2.7L,6cyl,21,19,25,"$2,250",4,"['T', 'SS']",2023
816,FORD,Escape AWD,A-8,1.5L,3cyl,28,26,32,"$1,700",6,"['T', 'SS']",2023
817,FORD,Escape AWD,A-8,2.0L,4cyl,26,23,31,"$1,850",5,"['T', 'SS']",2023
818,FORD,Escape AWD HEV,AV,2.5L,4cyl,39,42,36,"$1,200",7,"['PT4', 'HEV', 'SS']",2023
819,GENESIS,GV70 AWD,A-S8,2.5L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'SS']",2023
820,GENESIS,GV70 AWD,A-S8,2.5L,4cyl,22,19,26,"$2,800",5,"['P', 'T', '5-Mode', 'SS']",2023
821,GENESIS,GV70 AWD,A-S8,3.5L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'SS']",2023
822,GMC,Terrain AWD,A-9,1.5L,4cyl,26,24,28,"$1,850",5,"['T', 'SS']",2023
823,HONDA,CR-V AWD,AV,1.5L,4cyl,29,27,32,"$1,650",6,"['T', 'SS']",2023
824,HONDA,CR-V Hybrid AWD,AV,2.0L,4cyl,37,40,34,"$1,300",7,"['HEV', 'SS']",2023
825,HONDA,Passport AWD,A-S9,3.5L,6cyl,21,19,24,"$2,250",4,"['CD', 'SS']",2023
826,HYUNDAI,Kona AWD,AM-S7,1.6L,4cyl,29,27,32,"$1,650",6,"['T', 'SS']",2023
827,HYUNDAI,Kona AWD,AV-S1,2.0L,4cyl,30,28,33,"$1,600",6,['SS'],2023
828,HYUNDAI,Palisade AWD,A-S8,3.8L,6cyl,21,19,25,"$2,250",4,[],2023
829,HYUNDAI,Santa Cruz AWD,A-S8,2.5L,4cyl,23,21,25,"$2,050",5,[],2023
830,HYUNDAI,Santa Cruz AWD,AM-S8,2.5L,4cyl,22,19,27,"$2,150",5,['T'],2023
831,HYUNDAI,Santa Fe AWD,A-S8,2.5L,4cyl,24,22,25,"$2,000",5,['SS'],2023
832,HYUNDAI,Santa Fe AWD,AM-S8,2.5L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
833,HYUNDAI,Santa Fe Hybrid,AM-S6,1.6L,4cyl,32,33,30,"$1,500",6,"['T', 'HEV', 'SS']",2023
834,HYUNDAI,Santa Fe Hybrid Blue,AM-S6,1.6L,4cyl,34,36,31,"$1,400",7,"['T', 'HEV', 'SS']",2023
835,HYUNDAI,Tucson AWD,A-S8,2.5L,4cyl,25,23,28,"$1,900",5,[],2023
836,HYUNDAI,Tucson Hybrid,AM-S6,1.6L,4cyl,37,37,36,"$1,300",7,"['T', 'HEV', 'SS']",2023
837,HYUNDAI,Tucson Hybrid Blue,AM-S6,1.6L,4cyl,38,38,38,"$1,250",7,"['T', 'HEV', 'SS']",2023
838,INFINITI,QX50 AWD,AV-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T']",2023
839,INFINITI,QX55 AWD,AV-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T']",2023
840,JAGUAR,E-Pace,A-S9,2.0L,4cyl,23,20,26,"$2,650",5,"['P', 'T', 'SS']",2023
841,JAGUAR,F-Pace,A-S8,2.0L,4cyl,24,22,27,"$2,550",5,"['P', 'T', 'SS']",2023
842,JAGUAR,F-Pace P340 MHEV,A-S8,3.0L,6cyl,22,20,27,"$2,800",5,"['P', 'MHEV', 'SS']",2023
843,JAGUAR,F-Pace P400 MHEV,A-S8,3.0L,6cyl,22,19,26,"$2,800",5,"['P', 'MHEV', 'SS']",2023
844,JAGUAR,F-Pace SVR,A-S8,5.0L,8cyl,17,15,21,"$3,600",3,"['P', 'S', 'SS']",2023
845,JEEP,Cherokee 4WD,A-9,2.4L,4cyl,24,21,29,"$2,000",5,['SS'],2023
846,JEEP,Cherokee Trailhawk 4WD,A-9,2.0L,4cyl,22,20,26,"$2,150",5,"['T', 'SS']",2023
847,JEEP,Compass 4WD,A-8,2.0L,4cyl,27,24,32,"$1,750",5,"['T', 'SS']",2023
848,JEEP,Renegade 4WD,A-9,1.3L,4cyl,26,23,29,"$1,850",5,"['T', 'SS']",2023
849,JEEP,Renegade Trailhawk 4WD,A-9,1.3L,4cyl,24,22,27,"$2,000",5,"['T', 'SS']",2023
850,JEEP,Wrangler 2dr 4WD,A-8,2.0L,4cyl,23,22,24,"$2,050",5,"['T', 'SS']",2023
851,JEEP,Wrangler 2dr 4WD,A-8,3.6L,6cyl,21,20,24,"$2,250",4,"['MHEV', 'SS']",2023
852,JEEP,Wrangler 2dr 4WD,A-8,3.6L,6cyl,20,18,23,"$2,400",4,['SS'],2023
853,JEEP,Wrangler 2dr 4WD,M-6,3.6L,6cyl,20,17,25,"$2,400",4,['SS'],2023
854,JEEP,Wrangler 4dr 4WD,A-8,2.0L,4cyl,22,21,24,"$2,150",5,"['T', 'SS']",2023
855,JEEP,Wrangler 4dr 4WD,A-8,3.6L,6cyl,21,19,24,"$2,250",4,"['MHEV', 'SS']",2023
856,JEEP,Wrangler 4dr 4WD,A-8,3.6L,6cyl,20,18,23,"$2,400",4,['SS'],2023
857,JEEP,Wrangler 4dr 4WD,M-6,3.6L,6cyl,19,17,23,"$2,500",4,['SS'],2023
858,JEEP,Wrangler 4dr 4WD,A-8,6.4L,8cyl,14,13,17,"$4,350",2,"['P', 'CD']",2023
859,JEEP,Wrangler 4dr EcoDiesel 4WD,A-8,3.0L,6cyl,25,22,29,"$2,200",5,"['D', 'T', 'SS']",2023
860,JEEP,Wrangler Rubic 4dr EcoDiesel 4WD,A-8,3.0L,6cyl,23,21,26,"$2,350",4,"['D', 'T', 'SS']",2023
861,KIA,Seltos AWD,AM-S7,1.6L,4cyl,27,25,30,"$1,750",5,"['T', 'SS']",2023
862,KIA,Seltos AWD,AV-S8,2.0L,4cyl,29,27,31,"$1,650",6,['SS'],2023
863,KIA,Sorento AWD,A-S8,2.5L,4cyl,24,23,25,"$2,000",5,['SS'],2023
864,KIA,Sorento AWD,AM-S8,2.5L,4cyl,24,22,27,"$2,000",5,"['T', 'SS']",2023
865,KIA,Sorento Hybrid AWD,AM-S6,1.6L,4cyl,34,36,33,"$1,400",7,"['T', 'HEV', 'SS']",2023
866,KIA,Sportage AWD,A-S8,2.5L,4cyl,25,23,28,"$1,900",5,['SS'],2023
867,KIA,Sportage Hybrid AWD,AM-S6,1.6L,4cyl,38,38,38,"$1,250",7,"['T', 'HEV', 'SS']",2023
868,KIA,Telluride AWD,A-S8,3.8L,6cyl,21,18,24,"$2,250",4,['SS'],2023
869,LAND ROVER,Discovery Sport,A-S9,2.0L,4cyl,20,19,23,"$3,050",4,"['P', 'T', 'SS']",2023
870,LAND ROVER,Range Rover Evoque,A-S9,2.0L,4cyl,22,20,27,"$2,800",5,"['P', 'T', 'SS']",2023
871,LAND ROVER,Range Rover Evoque MHEV,A-S9,2.0L,4cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
872,LAND ROVER,Range Rover Velar,A-S8,2.0L,4cyl,23,20,26,"$2,650",5,"['P', 'T', 'SS']",2023
873,LAND ROVER,Range Rover Velar P340 MHEV,A-S8,3.0L,6cyl,22,20,26,"$2,800",5,"['P', 'MHEV', 'SS']",2023
874,LAND ROVER,Range Rover Velar P400 MHEV,A-S8,3.0L,6cyl,21,19,25,"$2,900",4,"['P', 'MHEV', 'SS']",2023
875,LEXUS,NX 250 AWD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,['SS'],2023
876,LEXUS,NX 350 AWD,A-S8,2.4L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'SS']",2023
877,LEXUS,NX 350 AWD,A-S8,2.4L,4cyl,25,22,28,"$2,450",5,"['PR', 'T', 'F', 'Sport', 'SS']",2023
878,LEXUS,NX 350h AWD,AV-S6,2.5L,4cyl,39,41,37,"$1,550",7,"['P', 'HEV', 'SS']",2023
879,LEXUS,RX 350 AWD,A-S8,2.4L,4cyl,24,21,28,"$2,550",5,"['PR', 'T', 'SS']",2023
880,LEXUS,RX 350h AWD,AV-S6,2.5L,4cyl,36,37,34,"$1,700",7,"['P', 'HEV', 'SS']",2023
881,LEXUS,RX 500h AWD,AV-S6,2.4L,4cyl,27,27,28,"$2,250",5,"['PR', 'T', 'HEV', 'SS']",2023
882,LINCOLN,Corsair AWD,A-S8,2.0L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
883,LINCOLN,Nautilus AWD,A-8,2.0L,4cyl,22,20,25,"$2,150",5,"['T', 'SS']",2023
884,LINCOLN,Nautilus AWD,A-S8,2.0L,4cyl,22,20,25,"$2,150",5,"['T', 'SS']",2023
885,LINCOLN,Nautilus AWD,A-S8,2.7L,6cyl,21,19,25,"$2,250",4,"['T', 'SS']",2023
886,MASERATI,Grecale GT,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2023
887,MASERATI,Grecale Modena,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2023
888,MASERATI,Grecale Trofeo,A-8,3.0L,6cyl,20,18,25,"$3,050",4,"['PR', 'T', 'CD', 'SS']",2023
889,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,29,26,33,"$1,650",6,['CD'],2023
890,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,25,22,30,"$1,900",5,['T'],2023
891,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,26,24,30,"$1,850",5,['CD'],2023
892,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,24,22,27,"$2,000",5,['T'],2023
893,MAZDA,CX-50 4WD,A-S6,2.5L,4cyl,27,24,30,"$1,750",5,['CD'],2023
894,MAZDA,CX-50 4WD,A-S6,2.5L,4cyl,25,23,29,"$1,900",5,"['T', 'SS']",2023
895,MAZDA,CX-9 4WD,A-S6,2.5L,4cyl,23,20,26,"$2,050",5,['T'],2023
896,MERCEDES-BENZ,AMG GLC43 4matic Coupe,A-9,3.0L,6cyl,20,17,24,"$3,050",4,"['PR', 'T', 'SS']",2023
897,MERCEDES-BENZ,GLA250 4matic,AM-8,2.0L,4cyl,26,23,32,"$2,350",5,"['PR', 'T', 'SS']",2023
898,MERCEDES-BENZ,GLB250 4matic,AM-8,2.0L,4cyl,25,22,30,"$2,450",5,"['PR', 'T', 'SS']",2023
899,MERCEDES-BENZ,GLC300 4matic,A-9,2.0L,4cyl,26,23,31,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
900,MERCEDES-BENZ,GLC300 4matic Coupe,A-9,2.0L,4cyl,22,20,26,"$2,800",5,"['PR', 'T', 'SS']",2023
901,MERCEDES-BENZ,GLE350,A-9,2.0L,4cyl,22,20,25,"$2,800",5,"['PR', 'T', 'SS']",2023
902,MERCEDES-BENZ,GLE350 4matic,A-9,2.0L,4cyl,21,20,24,"$2,900",4,"['PR', 'T', 'SS']",2023
903,MITSUBISHI,Eclipse Cross 4WD,AV-S8,1.5L,4cyl,25,25,26,"$1,900",5,['T'],2023
904,MITSUBISHI,Eclipse Cross ES 4WD,AV-S8,1.5L,4cyl,26,25,28,"$1,850",5,['T'],2023
905,MITSUBISHI,Outlander 4WD,AV-S8,2.5L,4cyl,26,24,30,"$1,850",5,[],2023
906,MITSUBISHI,Outlander Sport 4WD,AV-S6,2.0L,4cyl,26,23,29,"$1,850",5,[],2023
907,MITSUBISHI,Outlander Sport 4WD,AV-S6,2.4L,4cyl,25,23,28,"$1,900",5,[],2023
908,NISSAN,Pathî€‰nder 4WD,A-S9,3.5L,6cyl,23,21,27,"$2,050",5,['SS'],2023
909,NISSAN,Pathî€‰nder 4WD Rock Creek,A-S9,3.5L,6cyl,21,20,23,"$2,900",4,"['P', 'SS']",2023
910,NISSAN,Pathî€‰nder 4WD SL/Platinum,A-S9,3.5L,6cyl,22,20,25,"$2,150",5,['SS'],2023
911,NISSAN,Rogue AWD,AV-S8,1.5L,3cyl,31,28,35,"$1,550",6,['T'],2023
912,NISSAN,Rogue AWD,AV-S8,1.5L,3cyl,31,28,35,"$1,550",6,"['T', 'SS']",2023
913,NISSAN,Rogue AWD SL/Platinum,AV-S8,1.5L,3cyl,31,28,34,"$1,550",6,['T'],2023
914,NISSAN,Rogue AWD SL/Platinum,AV-S8,1.5L,3cyl,31,28,34,"$1,550",6,"['T', 'SS']",2023
915,PORSCHE,Macan,AM-S7,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'SS']",2023
916,PORSCHE,Macan GTS,AM-S7,2.9L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']",2023
917,PORSCHE,Macan S,AM-S7,2.9L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']",2023
918,PORSCHE,Macan T,AM-S7,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'SS']",2023
919,SUBARU,Crosstrek AWD,AV-S8,2.0L,4cyl,30,28,33,"$1,600",6,['SS'],2023
920,SUBARU,Crosstrek AWD,M-6,2.0L,4cyl,25,22,29,"$1,900",5,[],2023
921,SUBARU,Crosstrek AWD,AV-S8,2.5L,4cyl,29,27,34,"$1,650",6,['SS'],2023
922,SUBARU,Forester AWD,AV-S7,2.5L,4cyl,29,26,33,"$1,650",6,['SS'],2023
923,SUBARU,Forester Wilderness AWD,AV-S8,2.5L,4cyl,26,25,28,"$1,850",5,['SS'],2023
924,SUBARU,Outback AWD,AV-S8,2.4L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2023
925,SUBARU,Outback AWD,AV-S8,2.5L,4cyl,28,26,32,"$1,700",6,['SS'],2023
926,SUBARU,Outback Wilderness AWD,AV-S8,2.4L,4cyl,23,21,26,"$2,050",5,"['T', 'SS']",2023
927,TOYOTA,Corolla Cross 4WD,AV-S10,2.0L,4cyl,30,29,32,"$1,600",6,['SS'],2023
928,TOYOTA,Corolla Cross Hybrid AWD,AV-S6,2.0L,4cyl,42,45,38,"$1,150",8,"['HEV', 'SS']",2023
929,TOYOTA,Highlander AWD,A-S8,2.4L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
930,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,29,27,33,"$1,650",6,['SS'],2023
931,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,28,25,33,"$1,700",6,[],2023
932,TOYOTA,RAV4 AWD LE,A-S8,2.5L,4cyl,30,27,34,"$1,600",6,['SS'],2023
933,TOYOTA,RAV4 AWD TRD OFFROAD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,[],2023
934,TOYOTA,RAV4 Hybrid AWD,AV-S6,2.5L,4cyl,40,41,38,"$1,200",7,"['HEV', 'SS']",2023
935,TOYOTA,RAV4 Hybrid AWD Woodland Edition,AV-S6,2.5L,4cyl,37,38,35,"$1,300",7,"['HEV', 'SS']",2023
936,TOYOTA,Venza AWD,AV-S6,2.5L,4cyl,39,40,37,"$1,200",7,"['HEV', 'SS']",2023
937,VOLKSWAGEN,Atlas 4motion,A-S8,2.0L,4cyl,22,20,24,"$2,150",5,"['T', 'SS']",2023
938,VOLKSWAGEN,Atlas 4motion,A-S8,3.6L,6cyl,20,18,23,"$2,400",4,['SS'],2023
939,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,2.0L,4cyl,22,20,24,"$2,150",5,"['T', 'SS']",2023
940,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,3.6L,6cyl,20,18,24,"$2,400",4,['SS'],2023
941,VOLKSWAGEN,Taos 4motion,AM-S7,1.5L,4cyl,28,25,32,"$1,700",6,"['T', 'SS']",2023
942,VOLKSWAGEN,Tiguan 4motion,A-S8,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2023
943,VOLKSWAGEN,Tiguan R-Line 4motion,A-S8,2.0L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
944,VOLVO,XC40 B5 AWD,A-S8,2.0L,4cyl,26,23,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
945,VOLVO,XC60 B5 AWD,A-S8,2.0L,4cyl,25,23,29,"$2,450",5,"['PR', 'T', 'MHEV', 'SS']",2023
946,VOLVO,XC60 B6 AWD,A-S8,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'S', 'MHEV', 'SS']",2023
947,BMW,X5 sDrive40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
948,BUICK,Enclave FWD,A-9,3.6L,6cyl,21,18,26,"$2,250",4,['SS'],2023
949,CADILLAC,Escalade 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2023
950,CADILLAC,Escalade 2WD,A-10,6.2L,8cyl,16,14,19,"$3,800",3,"['PR', 'CD', 'SS']",2023
951,CHEVROLET,Suburban 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2023
952,CHEVROLET,Suburban 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
